signal_date,execution_date,holding_start,sum_weights,cash_weight,turnover,cost,equity_after_cost
2016-04-22,2016-04-25,2016-04-25,1.0,0,0.0,0.0,16180.88
2016-04-29,2016-05-02,2016-05-02,1.0,0,0.0,0.0,15337.99
2016-05-06,2016-05-09,2016-05-09,1.0,0,0.0,0.0,15361.5
2016-05-13,2016-05-16,2016-05-16,1.0,0,0.333333,10.7269,16079.59
2016-05-20,2016-05-23,2016-05-23,1.0,0,0.0,0.0,16749.24
2016-05-27,2016-05-31,2016-05-31,1.0,0,0.0,0.0,18058.95
2016-06-03,2016-06-06,2016-06-06,1.0,0,0.0,0.0,17654.27
2016-06-10,2016-06-13,2016-06-13,1.0,0,0.333333,11.8619,17781.04
2016-06-17,2016-06-20,2016-06-20,1.0,0,0.333333,12.703,19041.75
2016-06-24,2016-06-27,2016-06-27,1.0,0,0.0,0.0,18403.56
2016-07-01,2016-07-05,2016-07-05,1.0,0,0.0,0.0,19012.21
2016-07-08,2016-07-11,2016-07-11,1.0,0,0.0,0.0,19788.87
2016-07-15,2016-07-18,2016-07-18,1.0,0,0.0,0.0,19990.25
2016-07-22,2016-07-25,2016-07-25,1.0,0,0.0,0.0,21244.76
2016-07-29,2016-08-01,2016-08-01,1.0,0,0.0,0.0,22936.79
2016-08-05,2016-08-08,2016-08-08,1.0,0,0.333333,15.2547,22866.72
2016-08-12,2016-08-15,2016-08-15,1.0,0,0.0,0.0,23743.13
2016-08-19,2016-08-22,2016-08-22,1.0,0,0.0,0.0,24786.24
2016-08-26,2016-08-29,2016-08-29,1.0,0,0.0,0.0,24932.66
2016-09-02,2016-09-06,2016-09-06,1.0,0,0.0,0.0,24641.62
2016-09-09,2016-09-12,2016-09-12,1.0,0,0.333333,14.5695,21839.69
2016-09-16,2016-09-19,2016-09-19,1.0,0,0.333333,15.0337,22535.54
2016-09-23,2016-09-26,2016-09-26,1.0,0,0.0,0.0,23670.45
2016-09-30,2016-10-03,2016-10-03,1.0,0,0.0,0.0,24850.72
2016-10-07,2016-10-10,2016-10-10,1.0,0,0.0,0.0,24484.89
2016-10-14,2016-10-17,2016-10-17,1.0,0,0.0,0.0,24228.48
2016-10-21,2016-10-24,2016-10-24,1.0,0,0.0,0.0,24113.78
2016-10-28,2016-10-31,2016-10-31,1.0,0,0.0,0.0,24872.63
2016-11-04,2016-11-07,2016-11-07,1.0,0,0.333333,15.7028,23538.51
2016-11-11,2016-11-14,2016-11-14,1.0,0,0.333333,17.2114,25799.89
2016-11-18,2016-11-21,2016-11-21,1.0,0,0.333333,19.3006,28931.59
2016-11-25,2016-11-28,2016-11-28,1.0,0,0.0,0.0,29318.72
2016-12-02,2016-12-05,2016-12-05,1.0,0,0.333333,19.3298,28975.42
2016-12-09,2016-12-12,2016-12-12,1.0,0,0.333333,21.2136,31799.21
2016-12-16,2016-12-19,2016-12-19,1.0,0,0.333333,22.2591,33366.36
2016-12-23,2016-12-27,2016-12-27,1.0,0,0.333333,23.756,35610.3
2016-12-30,2017-01-03,2017-01-03,1.0,0,0.0,0.0,34805.76
2017-01-06,2017-01-09,2017-01-09,1.0,0,0.0,0.0,34699.98
2017-01-13,2017-01-17,2017-01-17,1.0,0,0.0,0.0,34141.7
2017-01-20,2017-01-23,2017-01-23,1.0,0,0.0,0.0,33119.66
2017-01-27,2017-01-30,2017-01-30,1.0,0,0.0,0.0,35335.53
2017-02-03,2017-02-06,2017-02-06,1.0,0,0.0,0.0,37313.59
2017-02-10,2017-02-13,2017-02-13,1.0,0,0.0,0.0,38489.89
2017-02-17,2017-02-21,2017-02-21,1.0,0,0.0,0.0,38116.48
2017-02-24,2017-02-27,2017-02-27,1.0,0,0.333333,25.5024,38228.05
2017-03-03,2017-03-06,2017-03-06,1.0,0,0.0,0.0,38408.71
2017-03-10,2017-03-13,2017-03-13,1.0,0,0.0,0.0,39669.93
2017-03-17,2017-03-20,2017-03-20,1.0,0,0.0,0.0,38798.34
2017-03-24,2017-03-27,2017-03-27,1.0,0,0.333333,25.3152,37947.43
2017-03-31,2017-04-03,2017-04-03,1.0,0,0.333333,26.0017,38976.5
2017-04-07,2017-04-10,2017-04-10,1.0,0,0.333333,24.6699,36980.13
2017-04-21,2017-04-24,2017-04-24,1.0,0,0.0,0.0,36397.45
2017-04-28,2017-05-01,2017-05-01,1.0,0,0.0,0.0,36974.22
2017-05-05,2017-05-08,2017-05-08,1.0,0,0.666667,46.4684,34804.81
2017-05-12,2017-05-15,2017-05-15,1.0,0,0.666667,47.8325,35826.52
2017-05-19,2017-05-22,2017-05-22,1.0,0,0.0,0.0,36266.59
2017-05-26,2017-05-30,2017-05-30,1.0,0,0.333333,24.7978,37171.86
2017-06-02,2017-06-05,2017-06-05,1.0,0,0.333333,25.4492,38148.32
2017-06-09,2017-06-12,2017-06-12,1.0,0,0.333333,25.1959,37768.68
2017-06-16,2017-06-19,2017-06-19,1.0,0,0.0,0.0,37746.02
2017-06-23,2017-06-26,2017-06-26,1.0,0,0.0,0.0,38619.33
2017-06-30,2017-07-03,2017-07-03,1.0,0,0.333333,24.4976,36721.96
2017-07-07,2017-07-10,2017-07-10,1.0,0,0.333333,24.936,37379.05
2017-07-14,2017-07-17,2017-07-17,1.0,0,0.0,0.0,39995.79
2017-07-21,2017-07-24,2017-07-24,1.0,0,0.0,0.0,40368.7
2017-07-28,2017-07-31,2017-07-31,1.0,0,0.0,0.0,40004.54
2017-08-04,2017-08-07,2017-08-07,1.0,0,0.333333,26.2434,39338.83
2017-08-11,2017-08-14,2017-08-14,1.0,0,0.333333,25.3871,38055.32
2017-08-18,2017-08-21,2017-08-21,1.0,0,0.0,0.0,38324.9
2017-08-25,2017-08-28,2017-08-28,1.0,0,0.333333,25.7836,38649.64
2017-09-01,2017-09-05,2017-09-05,1.0,0,0.333333,26.6607,39964.33
2017-09-08,2017-09-11,2017-09-11,1.0,0,0.333333,26.1784,39241.44
2017-09-15,2017-09-18,2017-09-18,1.0,0,0.333333,27.1255,40661.09
2017-09-22,2017-09-25,2017-09-25,1.0,0,0.0,0.0,40153.06
2017-09-29,2017-10-02,2017-10-02,1.0,0,0.333333,26.9103,40338.6
2017-10-06,2017-10-09,2017-10-09,1.0,0,0.333333,27.211,40789.25
2017-10-13,2017-10-16,2017-10-16,1.0,0,0.333333,27.7932,41661.94
2017-10-20,2017-10-23,2017-10-23,1.0,0,0.666667,56.0823,42005.67
2017-10-27,2017-10-30,2017-10-30,1.0,0,0.333333,28.6895,43005.59
2017-11-03,2017-11-06,2017-11-06,1.0,0,0.333333,28.9669,43421.33
2017-11-10,2017-11-13,2017-11-13,1.0,0,0.0,0.0,43204.31
2017-11-17,2017-11-20,2017-11-20,1.0,0,0.333333,28.5134,42741.61
2017-11-24,2017-11-27,2017-11-27,1.0,0,0.333333,28.7684,43123.79
2017-12-01,2017-12-04,2017-12-04,1.0,0,0.333333,28.5347,42773.5
2017-12-08,2017-12-11,2017-12-11,1.0,0,0.0,0.0,42287.98
2017-12-15,2017-12-18,2017-12-18,1.0,0,0.333333,28.3951,42564.19
2017-12-22,2017-12-26,2017-12-26,1.0,0,0.333333,28.2507,42347.74
2017-12-29,2018-01-02,2018-01-02,1.0,0,0.0,0.0,42310.87
2018-01-05,2018-01-08,2018-01-08,1.0,0,0.0,0.0,44808.93
2018-01-12,2018-01-16,2018-01-16,1.0,0,0.0,0.0,46365.76
2018-01-19,2018-01-22,2018-01-22,1.0,0,0.0,0.0,47303.96
2018-01-26,2018-01-29,2018-01-29,1.0,0,0.0,0.0,50089.2
2018-02-02,2018-02-05,2018-02-05,1.0,0,0.0,0.0,49153.58
2018-02-09,2018-02-12,2018-02-12,1.0,0,0.0,0.0,47261.53
2018-02-16,2018-02-20,2018-02-20,1.0,0,0.333333,33.4773,50182.5
2018-02-23,2018-02-26,2018-02-26,1.0,0,0.333333,34.2063,51275.32
2018-03-02,2018-03-05,2018-03-05,1.0,0,0.333333,33.6504,50441.97
2018-03-09,2018-03-12,2018-03-12,1.0,0,0.0,0.0,52584.14
2018-03-16,2018-03-19,2018-03-19,1.0,0,0.333333,35.0112,52481.78
2018-03-23,2018-03-26,2018-03-26,1.0,0,0.333333,32.522,48750.46
2018-04-06,2018-04-09,2018-04-09,1.0,0,0.333333,31.3395,46977.93
2018-04-13,2018-04-16,2018-04-16,1.0,0,0.333333,31.8988,47816.25
2018-04-20,2018-04-23,2018-04-23,1.0,0,0.0,0.0,49021.57
2018-04-27,2018-04-30,2018-04-30,1.0,0,0.333333,32.988,49448.94
2018-05-04,2018-05-07,2018-05-07,1.0,0,0.333333,32.7532,49097.01
2018-05-11,2018-05-14,2018-05-14,1.0,0,0.0,0.0,50818.16
2018-05-18,2018-05-21,2018-05-21,1.0,0,0.333333,33.1924,49755.4
2018-05-25,2018-05-29,2018-05-29,1.0,0,0.333333,33.6653,50464.27
2018-06-01,2018-06-04,2018-06-04,1.0,0,0.0,0.0,51771.55
2018-06-08,2018-06-11,2018-06-11,1.0,0,0.0,0.0,52676.96
2018-06-15,2018-06-18,2018-06-18,1.0,0,0.666667,70.5961,52876.46
2018-06-22,2018-06-25,2018-06-25,1.0,0,0.333333,34.8051,52172.89
2018-06-29,2018-07-02,2018-07-02,1.0,0,0.666667,67.238,50361.28
2018-07-06,2018-07-09,2018-07-09,1.0,0,0.666667,68.3852,51220.52
2018-07-13,2018-07-16,2018-07-16,1.0,0,0.333333,35.6689,53467.7
2018-07-20,2018-07-23,2018-07-23,1.0,0,0.666667,71.7914,53771.74
2018-07-27,2018-07-30,2018-07-30,1.0,0,0.333333,37.6446,56429.3
2018-08-03,2018-08-06,2018-08-06,1.0,0,0.333333,38.8047,58168.19
2018-08-10,2018-08-13,2018-08-13,1.0,0,0.0,0.0,59623.82
2018-08-17,2018-08-20,2018-08-20,1.0,0,0.333333,40.0943,60101.38
2018-08-24,2018-08-27,2018-08-27,1.0,0,0.333333,43.304,64912.72
2018-08-31,2018-09-04,2018-09-04,1.0,0,0.333333,44.7928,67144.44
2018-09-07,2018-09-10,2018-09-10,1.0,0,0.0,0.0,69256.72
2018-09-14,2018-09-17,2018-09-17,1.0,0,0.333333,48.8623,73244.59
2018-09-21,2018-09-24,2018-09-24,1.0,0,0.333333,47.0851,70580.6
2018-09-28,2018-10-01,2018-10-01,1.0,0,0.333333,47.7401,71562.39
2018-10-05,2018-10-08,2018-10-08,1.0,0,0.333333,44.8701,67260.3
2018-10-12,2018-10-15,2018-10-15,1.0,0,0.333333,42.8519,64234.95
2018-10-19,2018-10-22,2018-10-22,1.0,0,0.0,0.0,62130.87
2018-10-26,2018-10-29,2018-10-29,1.0,0,0.0,0.0,55412.8
2018-11-02,2018-11-05,2018-11-05,1.0,0,0.0,0.0,57400.88
2018-11-09,2018-11-12,2018-11-12,1.0,0,0.333333,39.314,58931.65
2018-11-16,2018-11-19,2018-11-19,1.0,0,0.0,0.0,58534.63
2018-11-23,2018-11-26,2018-11-26,1.0,0,0.333333,37.5223,56245.9
2018-11-30,2018-12-03,2018-12-03,1.0,0,0.333333,39.1105,58626.57
2018-12-07,2018-12-10,2018-12-10,1.0,0,0.333333,37.6099,56377.19
2018-12-14,2018-12-17,2018-12-17,1.0,0,0.333333,36.5474,54784.58
2018-12-21,2018-12-24,2018-12-24,1.0,0,0.333333,34.1222,51149.19
2018-12-28,2018-12-31,2018-12-31,1.0,0,0.333333,35.2529,52844.16
2019-01-04,2019-01-07,2019-01-07,1.0,0,0.333333,34.4937,51706.09
2019-01-11,2019-01-14,2019-01-14,1.0,0,0.666667,70.0686,52481.35
2019-01-18,2019-01-22,2019-01-22,1.0,0,0.333333,36.0658,54062.6
2019-01-25,2019-01-28,2019-01-28,1.0,0,0.333333,36.3248,54450.92
2019-02-01,2019-02-04,2019-02-04,1.0,0,0.0,0.0,57644.41
2019-02-08,2019-02-11,2019-02-11,1.0,0,0.0,0.0,56799.27
2019-02-15,2019-02-19,2019-02-19,1.0,0,0.0,0.0,58429.22
2019-02-22,2019-02-25,2019-02-25,1.0,0,0.0,0.0,58851.64
2019-03-01,2019-03-04,2019-03-04,1.0,0,0.333333,39.1979,58757.63
2019-03-08,2019-03-11,2019-03-11,1.0,0,0.333333,38.3145,57433.4
2019-03-15,2019-03-18,2019-03-18,1.0,0,0.666667,77.971,58400.27
2019-03-22,2019-03-25,2019-03-25,1.0,0,0.666667,82.7488,61978.85
2019-03-29,2019-04-01,2019-04-01,1.0,0,0.666667,83.922,62857.55
2019-04-05,2019-04-08,2019-04-08,1.0,0,0.333333,44.1512,66182.69
2019-04-12,2019-04-15,2019-04-15,1.0,0,0.0,0.0,66424.82
2019-04-26,2019-04-29,2019-04-29,1.0,0,0.0,0.0,67615.7
2019-05-03,2019-05-06,2019-05-06,1.0,0,0.0,0.0,68145.61
2019-05-10,2019-05-13,2019-05-13,1.0,0,0.0,0.0,66786.88
2019-05-17,2019-05-20,2019-05-20,1.0,0,0.0,0.0,65646.45
2019-05-24,2019-05-28,2019-05-28,1.0,0,0.333333,41.2566,61843.58
2019-05-31,2019-06-03,2019-06-03,1.0,0,0.0,0.0,61579.82
2019-06-07,2019-06-10,2019-06-10,1.0,0,0.0,0.0,67990.28
2019-06-14,2019-06-17,2019-06-17,1.0,0,0.0,0.0,67084.21
2019-06-21,2019-06-24,2019-06-24,1.0,0,0.0,0.0,67429.51
2019-06-28,2019-07-01,2019-07-01,1.0,0,0.0,0.0,67754.39
2019-07-05,2019-07-08,2019-07-08,1.0,0,0.333333,46.3091,69417.32
2019-07-12,2019-07-15,2019-07-15,1.0,0,0.333333,47.6904,71487.87
2019-07-19,2019-07-22,2019-07-22,1.0,0,0.333333,47.1878,70734.49
2019-07-26,2019-07-29,2019-07-29,1.0,0,0.333333,47.7511,71578.97
2019-08-02,2019-08-05,2019-08-05,1.0,0,0.0,0.0,66835.52
2019-08-09,2019-08-12,2019-08-12,1.0,0,0.0,0.0,70672.74
2019-08-16,2019-08-19,2019-08-19,1.0,0,0.333333,45.6017,68357.0
2019-08-23,2019-08-26,2019-08-26,1.0,0,0.333333,44.4907,66691.61
2019-08-30,2019-09-03,2019-09-03,1.0,0,0.0,0.0,70622.67
2019-09-06,2019-09-09,2019-09-09,1.0,0,0.333333,47.2572,70838.57
2019-09-13,2019-09-16,2019-09-16,1.0,0,0.0,0.0,70158.22
2019-09-20,2019-09-23,2019-09-23,1.0,0,0.0,0.0,69986.88
2019-09-27,2019-09-30,2019-09-30,1.0,0,0.0,0.0,69962.24
2019-10-04,2019-10-07,2019-10-07,1.0,0,0.0,0.0,70439.86
2019-10-11,2019-10-14,2019-10-14,1.0,0,0.0,0.0,71598.48
2019-10-18,2019-10-21,2019-10-21,1.0,0,0.0,0.0,71412.37
2019-10-25,2019-10-28,2019-10-28,1.0,0,0.333333,47.6422,71415.6
2019-11-01,2019-11-04,2019-11-04,1.0,0,0.666667,95.3192,71394.07
2019-11-08,2019-11-11,2019-11-11,1.0,0,0.0,0.0,73358.62
2019-11-15,2019-11-18,2019-11-18,1.0,0,0.0,0.0,75489.37
2019-11-22,2019-11-25,2019-11-25,1.0,0,0.333333,50.1071,75110.61
2019-11-29,2019-12-02,2019-12-02,1.0,0,0.0,0.0,76351.75
2019-12-06,2019-12-09,2019-12-09,1.0,0,0.0,0.0,76461.29
2019-12-13,2019-12-16,2019-12-16,1.0,0,0.0,0.0,79323.86
2019-12-20,2019-12-23,2019-12-23,1.0,0,0.0,0.0,83471.76
2019-12-27,2019-12-30,2019-12-30,1.0,0,0.0,0.0,85482.91
2020-01-03,2020-01-06,2020-01-06,1.0,0,0.0,0.0,87636.26
2020-01-10,2020-01-13,2020-01-13,1.0,0,0.0,0.0,89656.78
2020-01-17,2020-01-21,2020-01-21,1.0,0,0.0,0.0,92783.7
2020-01-24,2020-01-27,2020-01-27,1.0,0,0.0,0.0,92543.5
2020-01-31,2020-02-03,2020-02-03,1.0,0,0.0,0.0,87956.22
2020-02-07,2020-02-10,2020-02-10,1.0,0,0.0,0.0,92617.23
2020-02-14,2020-02-18,2020-02-18,1.0,0,0.0,0.0,101184.2
2020-02-21,2020-02-24,2020-02-24,1.0,0,0.0,0.0,99240.36
2020-02-28,2020-03-02,2020-03-02,1.0,0,0.0,0.0,87529.28
2020-03-06,2020-03-09,2020-03-09,1.0,0,0.0,0.0,90758.76
2020-03-13,2020-03-16,2020-03-16,1.0,0,0.0,0.0,83846.0
2020-03-20,2020-03-23,2020-03-23,1.0,0,0.333333,48.142,72164.92
2020-03-27,2020-03-30,2020-03-30,1.0,0,0.333333,54.1475,81167.13
2020-04-03,2020-04-06,2020-04-06,1.0,0,0.333333,52.4148,78569.74
2020-04-17,2020-04-20,2020-04-20,1.0,0,0.0,0.0,95615.03
2020-04-24,2020-04-27,2020-04-27,1.0,0,0.0,0.0,96242.86
2020-05-01,2020-05-04,2020-05-04,1.0,0,0.0,0.0,90044.22
2020-05-08,2020-05-11,2020-05-11,1.0,0,0.0,0.0,95145.67
2020-05-15,2020-05-18,2020-05-18,1.0,0,0.333333,66.5806,99804.36
2020-05-22,2020-05-26,2020-05-26,1.0,0,0.333333,67.0226,100466.85
2020-05-29,2020-06-01,2020-06-01,1.0,0,0.0,0.0,99166.82
2020-06-05,2020-06-08,2020-06-08,1.0,0,0.0,0.0,99467.52
2020-06-12,2020-06-15,2020-06-15,1.0,0,0.333333,67.0902,100568.27
2020-06-19,2020-06-22,2020-06-22,1.0,0,0.0,0.0,104613.21
2020-06-26,2020-06-29,2020-06-29,1.0,0,0.0,0.0,104848.33
2020-07-10,2020-07-13,2020-07-13,1.0,0,0.0,0.0,119440.21
2020-07-17,2020-07-20,2020-07-20,1.0,0,0.0,0.0,115570.21
2020-07-24,2020-07-27,2020-07-27,1.0,0,0.0,0.0,114682.36
2020-07-31,2020-08-03,2020-08-03,1.0,0,0.333333,82.5728,123776.63
2020-08-07,2020-08-10,2020-08-10,1.0,0,0.333333,86.7168,129988.44
2020-08-14,2020-08-17,2020-08-17,1.0,0,0.0,0.0,131055.62
2020-08-21,2020-08-24,2020-08-24,1.0,0,0.0,0.0,140270.87
2020-08-28,2020-08-31,2020-08-31,1.0,0,0.0,0.0,143167.0
2020-09-04,2020-09-08,2020-09-08,1.0,0,0.0,0.0,137922.83
2020-09-11,2020-09-14,2020-09-14,1.0,0,0.0,0.0,129675.14
2020-09-18,2020-09-21,2020-09-21,1.0,0,0.0,0.0,126969.03
2020-09-25,2020-09-28,2020-09-28,1.0,0,0.0,0.0,133275.18
2020-10-02,2020-10-05,2020-10-05,1.0,0,0.0,0.0,136359.33
2020-10-09,2020-10-12,2020-10-12,1.0,0,0.0,0.0,141155.59
2020-10-16,2020-10-19,2020-10-19,1.0,0,0.0,0.0,142234.96
2020-10-23,2020-10-26,2020-10-26,1.0,0,0.333333,92.8192,139135.92
2020-10-30,2020-11-02,2020-11-02,1.0,0,0.333333,86.8074,130124.25
2020-11-06,2020-11-09,2020-11-09,1.0,0,0.333333,97.4207,146033.66
2020-11-13,2020-11-16,2020-11-16,1.0,0,0.333333,94.0736,141016.35
2020-11-20,2020-11-23,2020-11-23,1.0,0,0.0,0.0,143354.7
2020-11-27,2020-11-30,2020-11-30,1.0,0,0.333333,97.9277,146793.66
2020-12-04,2020-12-07,2020-12-07,1.0,0,0.333333,100.7064,150958.84
2020-12-11,2020-12-14,2020-12-14,1.0,0,0.333333,97.5458,146221.22
2020-12-18,2020-12-21,2020-12-21,1.0,0,0.0,0.0,151193.86
2021-01-08,2021-01-11,2021-01-11,1.0,0,0.666667,203.6562,152538.5
2021-01-15,2021-01-19,2021-01-19,1.0,0,0.333333,100.0464,149969.54
2021-01-22,2021-01-25,2021-01-25,1.0,0,0.333333,106.278,159310.67
2021-01-29,2021-02-01,2021-02-01,1.0,0,0.0,0.0,155448.94
2021-02-05,2021-02-08,2021-02-08,1.0,0,0.0,0.0,157669.86
2021-02-12,2021-02-16,2021-02-16,1.0,0,0.333333,107.3886,160975.53
2021-02-19,2021-02-22,2021-02-22,1.0,0,0.0,0.0,159622.99
2021-02-26,2021-03-01,2021-03-01,1.0,0,0.333333,102.7724,154055.89
2021-03-05,2021-03-08,2021-03-08,1.0,0,0.333333,102.4901,153632.6
2021-03-12,2021-03-15,2021-03-15,1.0,0,0.666667,206.8159,154905.13
2021-03-19,2021-03-22,2021-03-22,1.0,0,0.666667,200.9744,150529.81
2021-03-26,2021-03-29,2021-03-29,1.0,0,0.666667,204.4451,153129.4
2021-04-09,2021-04-12,2021-04-12,1.0,0,0.333333,102.6004,153798.06
2021-04-16,2021-04-19,2021-04-19,1.0,0,0.333333,102.5073,153658.46
2021-04-23,2021-04-26,2021-04-26,1.0,0,0.333333,101.339,151907.18
2021-04-30,2021-05-03,2021-05-03,1.0,0,0.0,0.0,156376.69
2021-05-07,2021-05-10,2021-05-10,1.0,0,0.333333,108.7499,163016.07
2021-05-14,2021-05-17,2021-05-17,1.0,0,0.0,0.0,163528.61
2021-05-21,2021-05-24,2021-05-24,1.0,0,0.333333,107.6499,161367.23
2021-05-28,2021-06-01,2021-06-01,1.0,0,0.666667,215.8992,161708.48
2021-06-04,2021-06-07,2021-06-07,1.0,0,0.0,0.0,168306.49
2021-06-11,2021-06-14,2021-06-14,1.0,0,0.0,0.0,168121.05
2021-06-18,2021-06-21,2021-06-21,1.0,0,0.333333,110.5629,165733.81
2021-06-25,2021-06-28,2021-06-28,1.0,0,0.0,0.0,171893.92
2021-07-02,2021-07-06,2021-07-06,1.0,0,0.0,0.0,176201.58
2021-07-09,2021-07-12,2021-07-12,1.0,0,0.333333,115.5288,173177.72
2021-07-16,2021-07-19,2021-07-19,1.0,0,0.333333,111.7824,167561.78
2021-07-23,2021-07-26,2021-07-26,1.0,0,0.0,0.0,179307.96
2021-07-30,2021-08-02,2021-08-02,1.0,0,0.333333,118.4889,177614.83
2021-08-06,2021-08-09,2021-08-09,1.0,0,0.0,0.0,185507.22
2021-08-13,2021-08-16,2021-08-16,1.0,0,0.0,0.0,186269.22
2021-08-20,2021-08-23,2021-08-23,1.0,0,0.0,0.0,189728.15
2021-08-27,2021-08-30,2021-08-30,1.0,0,0.0,0.0,195511.08
2021-09-03,2021-09-07,2021-09-07,1.0,0,0.0,0.0,195963.47
2021-09-10,2021-09-13,2021-09-13,1.0,0,0.0,0.0,188589.38
2021-09-17,2021-09-20,2021-09-20,1.0,0,0.333333,122.9834,184352.15
2021-09-24,2021-09-27,2021-09-27,1.0,0,0.0,0.0,186644.54
2021-10-01,2021-10-04,2021-10-04,1.0,0,0.0,0.0,178467.83
2021-10-08,2021-10-11,2021-10-11,1.0,0,0.333333,121.1184,181556.43
2021-10-15,2021-10-18,2021-10-18,1.0,0,0.0,0.0,188014.2
2021-10-22,2021-10-25,2021-10-25,1.0,0,0.333333,126.9473,190293.96
2021-10-29,2021-11-01,2021-11-01,1.0,0,0.333333,132.3695,198421.81
2021-11-05,2021-11-08,2021-11-08,1.0,0,0.333333,139.2095,208675.02
2021-11-12,2021-11-15,2021-11-15,1.0,0,0.333333,144.2054,216163.95
2021-11-19,2021-11-22,2021-11-22,1.0,0,0.333333,148.2793,222270.64
2021-11-26,2021-11-29,2021-11-29,1.0,0,0.0,0.0,215781.68
2021-12-03,2021-12-06,2021-12-06,1.0,0,0.0,0.0,207522.26
2021-12-10,2021-12-13,2021-12-13,1.0,0,0.333333,138.6285,207804.17
2021-12-17,2021-12-20,2021-12-20,1.0,0,0.0,0.0,200579.75
2021-12-31,2022-01-03,2022-01-03,1.0,0,0.333333,140.0265,209899.68
2022-01-07,2022-01-10,2022-01-10,1.0,0,0.333333,129.4672,194071.27
2022-01-14,2022-01-18,2022-01-18,1.0,0,0.333333,127.7983,191569.62
2022-01-21,2022-01-24,2022-01-24,1.0,0,0.333333,111.9433,167803.05
2022-01-28,2022-01-31,2022-01-31,1.0,0,0.666667,216.5846,162221.88
2022-02-04,2022-02-07,2022-02-07,1.0,0,0.333333,114.5168,171660.75
2022-02-11,2022-02-14,2022-02-14,1.0,0,0.333333,114.7596,172024.71
2022-02-18,2022-02-22,2022-02-22,1.0,0,0.333333,110.6791,165907.9
2022-02-25,2022-02-28,2022-02-28,1.0,0,0.0,0.0,170061.97
2022-03-04,2022-03-07,2022-03-07,1.0,0,0.0,0.0,184677.9
2022-03-11,2022-03-14,2022-03-14,1.0,0,0.0,0.0,188374.66
2022-03-18,2022-03-21,2022-03-21,1.0,0,0.333333,122.1981,183174.98
2022-03-25,2022-03-28,2022-03-28,1.0,0,0.0,0.0,191347.13
2022-04-01,2022-04-04,2022-04-04,1.0,0,0.333333,125.7834,188549.29
2022-04-08,2022-04-11,2022-04-11,1.0,0,0.0,0.0,196254.72
2022-04-22,2022-04-25,2022-04-25,1.0,0,0.0,0.0,188480.88
2022-04-29,2022-05-02,2022-05-02,1.0,0,0.333333,121.7221,182461.5
2022-05-06,2022-05-09,2022-05-09,1.0,0,0.0,0.0,193438.5
2022-05-13,2022-05-16,2022-05-16,1.0,0,0.0,0.0,190173.82
2022-05-20,2022-05-23,2022-05-23,1.0,0,0.0,0.0,194428.86
2022-05-27,2022-05-31,2022-05-31,1.0,0,0.0,0.0,207869.32
2022-06-03,2022-06-06,2022-06-06,1.0,0,0.0,0.0,203896.69
2022-06-10,2022-06-13,2022-06-13,1.0,0,0.0,0.0,202950.97
2022-06-17,2022-06-21,2022-06-21,1.0,0,0.0,0.0,181210.86
2022-06-24,2022-06-27,2022-06-27,1.0,0,0.0,0.0,187381.99
2022-07-01,2022-07-05,2022-07-05,1.0,0,0.0,0.0,188557.28
2022-07-08,2022-07-11,2022-07-11,1.0,0,0.333333,124.6983,186922.8
2022-07-15,2022-07-18,2022-07-18,1.0,0,0.0,0.0,187401.94
2022-07-22,2022-07-25,2022-07-25,1.0,0,0.0,0.0,187806.98
2022-07-29,2022-08-01,2022-08-01,1.0,0,0.0,0.0,197468.75
2022-08-05,2022-08-08,2022-08-08,1.0,0,0.0,0.0,185100.5
2022-08-12,2022-08-15,2022-08-15,1.0,0,0.333333,128.1237,192057.4
2022-08-19,2022-08-22,2022-08-22,1.0,0,0.666667,256.6309,192216.57
2022-08-26,2022-08-29,2022-08-29,1.0,0,0.333333,123.9617,185818.61
2022-09-02,2022-09-06,2022-09-06,1.0,0,0.333333,120.9684,181331.71
2022-09-09,2022-09-12,2022-09-12,1.0,0,0.333333,125.1836,187650.27
2022-09-16,2022-09-19,2022-09-19,1.0,0,0.333333,122.3,183327.66
2022-09-23,2022-09-26,2022-09-26,1.0,0,0.0,0.0,172985.02
2022-09-30,2022-10-03,2022-10-03,1.0,0,0.333333,115.0933,172524.79
2022-10-07,2022-10-10,2022-10-10,1.0,0,0.333333,121.2215,181710.99
2022-10-14,2022-10-17,2022-10-17,1.0,0,0.0,0.0,181546.66
2022-10-21,2022-10-24,2022-10-24,1.0,0,0.0,0.0,192273.24
2022-10-28,2022-10-31,2022-10-31,1.0,0,0.0,0.0,201333.6
2022-11-04,2022-11-07,2022-11-07,1.0,0,0.0,0.0,203173.73
2022-11-11,2022-11-14,2022-11-14,1.0,0,0.0,0.0,204453.0
2022-11-18,2022-11-21,2022-11-21,1.0,0,0.0,0.0,205136.59
2022-11-25,2022-11-28,2022-11-28,1.0,0,0.333333,137.8619,206654.93
2022-12-02,2022-12-05,2022-12-05,1.0,0,0.0,0.0,206469.86
2022-12-09,2022-12-12,2022-12-12,1.0,0,0.0,0.0,196696.55
2022-12-16,2022-12-19,2022-12-19,1.0,0,0.333333,130.729,195962.73
2022-12-23,2022-12-27,2022-12-27,1.0,0,0.333333,135.5146,203136.43
2022-12-30,2023-01-03,2023-01-03,1.0,0,0.0,0.0,206409.24
2023-01-06,2023-01-09,2023-01-09,1.0,0,0.0,0.0,207931.96
